protocol_version,experiment,stage,key_mode,training_decoder,eval_decoder,training_prior,eval_prior,seed,prequential_nll_bits,prequential_accuracy_pct,eval_nll_bits,eval_accuracy_pct,eval_macro_f1_pct,eval_brier,eval_ece_15,weighted_target_purity,target_retrieval_mass,energy_margin,recall_at_1,recall_at_4,recall_at_16,mrr,active_atoms,allocated_bytes,run_seconds,train_examples,eval_examples,dimension,max_features,hash_seed,capacity,top_k,key_nnz,key_scale,prior_mass,learning_rate_key,fixed_key_support,birth_seed,birth_count,validation_split_version,validation_split_hash,official_test_previously_exposed
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,uniform,1,2.269910585518651,66.20896267632006,1.4917087075102569,79.41767068273093,78.18800533316748,0.3926516104986083,0.2829944610812638,0.5746455849141472,0.4709397235148433,0.6568679354755754,0.7841365461847389,0.9011044176706827,0.9663654618473896,0.8419600380548747,4055,132964066,80.18274872889742,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,empirical,1,2.269910585518651,66.20896267632006,1.491078798470597,79.41767068273093,78.19435340342497,0.39259449089690296,0.2828316882993263,0.5746455849141472,0.4709397235148433,0.6568679354755754,0.7841365461847389,0.9011044176706827,0.9663654618473896,0.8419600380548747,4055,132964066,80.18274872889742,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,frozen,categorical_mixture,categorical_mixture,uniform,uniform,1,2.7449660781116605,60.966171514168025,2.024111626561382,73.19277108433735,71.68254482437074,0.5312207131235146,0.3542435819799282,0.4308471059884457,0.3378252305303622,0.2216760109227345,0.6189759036144579,0.857429718875502,0.9598393574297188,0.7351542263396686,4055,132964066,33.19047845795285,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,frozen,categorical_mixture,categorical_mixture,uniform,empirical,1,2.7449660781116605,60.966171514168025,2.0225398368873457,73.2429718875502,71.72516018605073,0.5310517207412685,0.3545904891625286,0.4308471059884457,0.3378252305303622,0.2216760109227345,0.6189759036144579,0.857429718875502,0.9598393574297188,0.7351542263396686,4055,132964066,33.19047845795285,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,uniform,2,2.275865092347922,66.17151416801897,1.4847448605697684,79.8694779116466,78.69147768346738,0.390551980021952,0.2880303531167019,0.5758989129561969,0.4719394340430457,0.6588605106116299,0.7831325301204819,0.9096385542168675,0.9673694779116466,0.8445831405434724,4055,132964066,79.37839565705508,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,empirical,2,2.275865092347922,66.17151416801897,1.4843393357853105,79.91967871485943,78.73113229292719,0.39050075553458585,0.28836739655718746,0.5758989129561969,0.4719394340430457,0.6588605106116299,0.7831325301204819,0.9096385542168675,0.9673694779116466,0.8445831405434724,4055,132964066,79.37839565705508,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,frozen,categorical_mixture,categorical_mixture,uniform,uniform,2,2.7290896240189473,60.579203595056796,2.024082247834724,73.14257028112449,71.647244156659,0.5311850979643683,0.35365747967099087,0.43092518244547917,0.337880224157798,0.22167601152117472,0.6184738955823293,0.8579317269076305,0.9598393574297188,0.734944739722192,4055,132964066,33.27461774100084,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,frozen,categorical_mixture,categorical_mixture,uniform,empirical,2,2.7290896240189473,60.579203595056796,2.0225155136874475,73.19277108433735,71.68954095930276,0.5310162853236389,0.3540041366607011,0.43092518244547917,0.337880224157798,0.22167601152117472,0.6184738955823293,0.8579317269076305,0.9598393574297188,0.734944739722192,4055,132964066,33.27461774100084,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,uniform,3,2.2766221880804327,65.92185744601173,1.5127348972551018,79.56827309236948,78.8280753215849,0.39622513550131705,0.28674290558121296,0.5716583164748696,0.4685743451099768,0.6649247000973866,0.7791164658634538,0.9021084337349398,0.9658634538152611,0.8402032779875959,4055,132964066,79.07129711704329,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
banking77-mixture-v1-posthoc,B,validation,learned,categorical_mixture,categorical_mixture,uniform,empirical,3,2.2766221880804327,65.92185744601173,1.5126431788653618,79.56827309236948,78.82902994848926,0.39617438086338463,0.28657990103460335,0.5716583164748696,0.4685743451099768,0.6649247000973866,0.7791164658634538,0.9021084337349398,0.9658634538152611,0.8402032779875959,4055,132964066,79.07129711704329,8011,1992,8192,256,0,4055,16,256,8.0,1.0,0.2,true,1729,4055,banking77-mixture-val-v1,ebfb17faadb9f66177159020d8584acd5978b07758d153ac5493e65147a7fbb0,true
